01. Ano,02. Nome Região (Portugal),03. Âmbito Geográfico,04. Filtro 1,05. Filtro 2,06. Filtro 3,08. Símbolo,07. Escala,09. Valor
2004,Oliveira de Frades,Município,,,,, euros,713.6
2004,Oliveira do Bairro,Município,,,,, euros,719.4
2004,Oliveira do Hospital,Município,,,,, euros,603.4
2004,Ourém,Município,,,,, euros,699.4
2004,Ourique,Município,,,,, euros,656.5
2004,Ovar,Município,,,,, euros,741.1
2004,Paços de Ferreira,Município,,,,, euros,539.8
2004,Palmela,Município,,,,, euros,1027.8
2004,Pampilhosa da Serra,Município,,,,, euros,580.9
2004,Paredes,Município,,,,, euros,596.3
2004,Paredes de Coura,Município,,,,, euros,578.0
2004,Pedrógão Grande,Município,,,,, euros,679.2
2004,Penacova,Município,,,,, euros,642.1
2004,Penafiel,Município,,,,, euros,650.9
2004,Penalva do Castelo,Município,,,,, euros,630.4
2004,Penamacor,Município,,,,, euros,624.4
2004,Penedono,Município,,,,, euros,572.2
2004,Penela,Município,,,,, euros,588.2
2004,Peniche,Município,,,,, euros,657.4
2004,Peso da Régua,Município,,,,, euros,729.1
2004,Pinhel,Município,,,,, euros,616.0
2004,Pombal,Município,,,,, euros,714.0
2004,Ponta Delgada,Município,,,,, euros,863.3
2004,Ponta do Sol,Município,,,,, euros,729.2
2004,Ponte da Barca,Município,,,,, euros,601.2
2004,Ponte de Lima,Município,,,,, euros,617.2
2004,Ponte de Sor,Município,,,,, euros,738.3
2004,Portalegre,Município,,,,, euros,778.6
2004,Portel,Município,,,,, euros,709.4
2004,Portimão,Município,,,,, euros,740.4
2004,Porto,Município,,,,, euros,1050.2
2004,Porto de Mós,Município,,,,, euros,697.3
2004,Porto Moniz,Município,,,,, euros,705.1
2004,Porto Santo,Município,,,,, euros,884.2
2004,Póvoa de Lanhoso,Município,,,,, euros,603.2
2004,Póvoa de Varzim,Município,,,,, euros,659.2
2004,Povoação,Município,,,,, euros,643.0
2004,Proença-a-Nova,Município,,,,, euros,615.6
2004,Redondo,Município,,,,, euros,581.3
2004,Reguengos de Monsaraz,Município,,,,, euros,668.9
2004,Resende,Município,,,,, euros,547.4
2004,Ribeira Brava,Município,,,,, euros,668.2
2004,Ribeira de Pena,Município,,,,, euros,660.4
2004,Ribeira Grande,Município,,,,, euros,682.7
2004,Rio Maior,Município,,,,, euros,788.1
2004,Sabrosa,Município,,,,, euros,619.9
2004,Sabugal,Município,,,,, euros,610.7
2004,Salvaterra de Magos,Município,,,,, euros,641.6
2004,Santa Comba Dão,Município,,,,, euros,648.5
2004,Santa Cruz,Município,,,,, euros,902.4
2004,Santa Cruz da Graciosa,Município,,,,, euros,707.7
2004,Santa Cruz das Flores,Município,,,,, euros,828.5
2004,Santa Maria da Feira,Município,,,,, euros,749.1
2004,Santa Marta de Penaguião,Município,,,,, euros,627.1
2004,Santana,Município,,,,, euros,846.7
2004,Santarém,Município,,,,, euros,800.4
2004,Santiago do Cacém,Município,,,,, euros,707.5
2004,Santo Tirso,Município,,,,, euros,660.2
2004,São Brás de Alportel,Município,,,,, euros,682.3
2004,São João da Madeira,Município,,,,, euros,752.9
2004,São João da Pesqueira,Município,,,,, euros,656.6
2004,São Pedro do Sul,Município,,,,, euros,592.5
2004,São Roque do Pico,Município,,,,, euros,685.5
2004,São Vicente,Município,,,,, euros,661.4
2004,Sardoal,Município,,,,, euros,602.9
2004,Sátão,Município,,,,, euros,554.9
2004,Seia,Município,,,,, euros,656.5
2004,Seixal,Município,,,,, euros,803.2
2004,Sernancelhe,Município,,,,, euros,618.4
2004,Serpa,Município,,,,, euros,633.2
2004,Sertã,Município,,,,, euros,638.7
2004,Sesimbra,Município,,,,, euros,747.3
2004,Setúbal,Município,,,,, euros,946.4
2004,Sever do Vouga,Município,,,,, euros,686.1
2004,Silves,Município,,,,, euros,723.5
2004,Sines,Município,,,,, euros,1121.6
2004,Sintra,Município,,,,, euros,949.3
2004,Sobral de Monte Agraço,Município,,,,, euros,647.9
2004,Soure,Município,,,,, euros,677.3
2004,Sousel,Município,,,,, euros,644.2
2004,Tábua,Município,,,,, euros,589.1
2004,Tabuaço,Município,,,,, euros,631.8
2004,Tarouca,Município,,,,, euros,582.2
2004,Tavira,Município,,,,, euros,666.9
2004,Terras de Bouro,Município,,,,, euros,544.6
2004,Tomar,Município,,,,, euros,738.4
2004,Tondela,Município,,,,, euros,714.6
2004,Torre de Moncorvo,Município,,,,, euros,700.6
2004,Torres Novas,Município,,,,, euros,816.2
2004,Torres Vedras,Município,,,,, euros,736.9
2004,Trancoso,Município,,,,, euros,669.0
2004,Trofa,Município,,,,, euros,746.7
2004,Vagos,Município,,,,, euros,706.5
2004,Vale de Cambra,Município,,,,, euros,805.9
2004,Valença,Município,,,,, euros,645.2
2004,Valongo,Município,,,,, euros,718.9
2004,Valpaços,Município,,,,, euros,569.1
2004,Velas,Município,,,,, euros,654.2
2004,Vendas Novas,Município,,,,, euros,802.7
2004,Viana do Alentejo,Município,,,,, euros,668.7
2004,Viana do Castelo,Município,,,,, euros,727.8
2004,Vidigueira,Município,,,,, euros,755.2
2004,Vieira do Minho,Município,,,,, euros,596.9
2004,Vila da Praia da Vitória,Município,,,,, euros,724.4
2004,Vila de Rei,Município,,,,, euros,558.6
2004,Vila do Bispo,Município,,,,, euros,730.2
2004,Vila do Conde,Município,,,,, euros,753.9
2004,Vila do Porto,Município,,,,, euros,1570.2
2004,Vila Flor,Município,,,,, euros,615.6
2004,Vila Franca de Xira,Município,,,,, euros,968.9
2004,Vila Franca do Campo,Município,,,,, euros,602.7
2004,Vila Nova da Barquinha,Município,,,,, euros,649.1
2004,Vila Nova de Cerveira,Município,,,,, euros,665.3
2004,Vila Nova de Famalicão,Município,,,,, euros,721.8
2004,Vila Nova de Foz Côa,Município,,,,, euros,663.4
2004,Vila Nova de Gaia,Município,,,,, euros,811.0
2004,Vila Nova de Paiva,Município,,,,, euros,614.4
2004,Vila Nova de Poiares,Município,,,,, euros,674.5
2004,Vila Pouca de Aguiar,Município,,,,, euros,672.5
2004,Vila Real,Município,,,,, euros,740.6
2004,Vila Real de Santo António,Município,,,,, euros,684.1
2004,Vila Velha de Ródão,Município,,,,, euros,1090.5
2004,Vila Verde,Município,,,,, euros,574.9
2004,Vila Viçosa,Município,,,,, euros,829.6
2004,Vimioso,Município,,,,, euros,597.6
2004,Vinhais,Município,,,,, euros,658.4
2004,Viseu,Município,,,,, euros,723.4
2004,Vizela,Município,,,,, euros,578.9
2004,Vouzela,Município,,,,, euros,659.1
2005,Abrantes,Município,,,,, euros,833.5
2005,Águeda,Município,,,,, euros,769.5
2005,Aguiar da Beira,Município,,,,, euros,580.8
2005,Alandroal,Município,,,,, euros,633.8
2005,Albergaria-a-Velha,Município,,,,, euros,806.6
2005,Albufeira,Município,,,,, euros,775.0
2005,Alcácer do Sal,Município,,,,, euros,695.5
2005,Alcanena,Município,,,,, euros,737.9
2005,Alcobaça,Município,,,,, euros,722.6
2005,Alcochete,Município,,,,, euros,892.2
2005,Alcoutim,Município,,,,, euros,643.0
2005,Alenquer,Município,,,,, euros,910.9
2005,Alfândega da Fé,Município,,,,, euros,611.6
2005,Alijó,Município,,,,, euros,629.9
2005,Aljezur,Município,,,,, euros,634.2
2005,Aljustrel,Município,,,,, euros,747.7
2005,Almada,Município,,,,, euros,861.1
2005,Almeida,Município,,,,, euros,640.5
2005,Almeirim,Município,,,,, euros,753.2
2005,Almodôvar,Município,,,,, euros,639.5
2005,Alpiarça,Município,,,,, euros,684.0
2005,Alter do Chão,Município,,,,, euros,648.5
2005,Alvaiázere,Município,,,,, euros,692.6
2005,Alvito,Município,,,,, euros,693.4
2005,Amadora,Município,,,,, euros,1115.3
2005,Amarante,Município,,,,, euros,692.7
2005,Amares,Município,,,,, euros,668.7
2005,Anadia,Município,,,,, euros,752.5
2005,Angra do Heroísmo,Município,,,,, euros,773.0
2005,Ansião,Município,,,,, euros,751.9
2005,Arcos de Valdevez,Município,,,,, euros,610.5
2005,Arganil,Município,,,,, euros,638.9
2005,Armamar,Município,,,,, euros,588.1
2005,Arouca,Município,,,,, euros,582.4
2005,Arraiolos,Município,,,,, euros,679.9
2005,Arronches,Município,,,,, euros,596.0
2005,Arruda dos Vinhos,Município,,,,, euros,821.4
2005,Aveiro,Município,,,,, euros,1000.7
2005,Avis,Município,,,,, euros,610.6
2005,Azambuja,Município,,,,, euros,1074.6
2005,Baião,Município,,,,, euros,581.5
2005,Barcelos,Município,,,,, euros,646.5
2005,Barrancos,Município,,,,, euros,602.9
2005,Barreiro,Município,,,,, euros,870.3
2005,Batalha,Município,,,,, euros,768.2
2005,Beja,Município,,,,, euros,794.6
2005,Belmonte,Município,,,,, euros,641.6
2005,Benavente,Município,,,,, euros,867.6
2005,Bombarral,Município,,,,, euros,685.8
2005,Borba,Município,,,,, euros,762.9
2005,Boticas,Município,,,,, euros,650.2
2005,Braga,Município,,,,, euros,773.1
2005,Bragança,Município,,,,, euros,705.9
2005,Cabeceiras de Basto,Município,,,,, euros,584.1
2005,Cadaval,Município,,,,, euros,682.9
2005,Caldas da Rainha,Município,,,,, euros,749.2
2005,Calheta [R.A.A.],Município,,,,, euros,613.9
2005,Calheta [R.A.M.],Município,,,,, euros,1062.0
2005,Câmara de Lobos,Município,,,,, euros,822.9
2005,Caminha,Município,,,,, euros,715.3
2005,Campo Maior,Município,,,,, euros,978.9
2005,Cantanhede,Município,,,,, euros,781.9
2005,Carrazeda de Ansiães,Município,,,,, euros,615.8
2005,Carregal do Sal,Município,,,,, euros,676.0
2005,Cartaxo,Município,,,,, euros,811.6
2005,Cascais,Município,,,,, euros,993.8
2005,Castanheira de Pêra,Município,,,,, euros,666.9
2005,Castelo Branco,Município,,,,, euros,728.7
2005,Castelo de Paiva,Município,,,,, euros,615.4
2005,Castelo de Vide,Município,,,,, euros,657.6
2005,Castro Daire,Município,,,,, euros,600.9
2005,Castro Marim,Município,,,,, euros,686.4
2005,Castro Verde,Município,,,,, euros,1094.0
2005,Celorico da Beira,Município,,,,, euros,672.0
2005,Celorico de Basto,Município,,,,, euros,581.2
2005,Chamusca,Município,,,,, euros,655.5
2005,Chaves,Município,,,,, euros,655.5
2005,Cinfães,Município,,,,, euros,660.7
2005,Coimbra,Município,,,,, euros,873.7
2005,Condeixa-a-Nova,Município,,,,, euros,747.7
2005,Constância,Município,,,,, euros,924.3
2005,Coruche,Município,,,,, euros,738.6
2005,Corvo,Município,,,,, euros,923.5
2005,Covilhã,Município,,,,, euros,719.3
2005,Crato,Município,,,,, euros,641.5
2005,Cuba,Município,,,,, euros,660.0
2005,Elvas,Município,,,,, euros,684.7
2005,Entroncamento,Município,,,,, euros,920.2
2005,Espinho,Município,,,,, euros,737.9
2005,Esposende,Município,,,,, euros,642.7
2005,Estarreja,Município,,,,, euros,860.9
2005,Estremoz,Município,,,,, euros,743.6
2005,Évora,Município,,,,, euros,850.0
2005,Fafe,Município,,,,, euros,573.8
2005,Faro,Município,,,,, euros,919.0
2005,Felgueiras,Município,,,,, euros,587.2
2005,Ferreira do Alentejo,Município,,,,, euros,663.7
2005,Ferreira do Zêzere,Município,,,,, euros,615.2
2005,Figueira da Foz,Município,,,,, euros,904.3
2005,Figueira de Castelo Rodrigo,Município,,,,, euros,624.5
2005,Figueiró dos Vinhos,Município,,,,, euros,581.8
2005,Fornos de Algodres,Município,,,,, euros,595.6
2005,Freixo de Espada à Cinta,Município,,,,, euros,546.1
2005,Fronteira,Município,,,,, euros,609.7
2005,Funchal,Município,,,,, euros,928.4
2005,Fundão,Município,,,,, euros,659.7
2005,Gavião,Município,,,,, euros,617.9
2005,Góis,Município,,,,, euros,613.6
2005,Golegã,Município,,,,, euros,652.6
2005,Gondomar,Município,,,,, euros,712.6
2005,Gouveia,Município,,,,, euros,613.9
2005,Grândola,Município,,,,, euros,678.4
2005,Guarda,Município,,,,, euros,733.4
2005,Guimarães,Município,,,,, euros,661.5
2005,Horta,Município,,,,, euros,763.3
2005,Idanha-a-Nova,Município,,,,, euros,627.2
2005,Ílhavo,Município,,,,, euros,813.2
2005,Lagoa,Município,,,,, euros,799.8
2005,Lagoa [R.A.A.],Município,,,,, euros,653.4
2005,Lagos,Município,,,,, euros,712.0
2005,Lajes das Flores,Município,,,,, euros,694.6
2005,Lajes do Pico,Município,,,,, euros,713.6
2005,Lamego,Município,,,,, euros,651.7
2005,Leiria,Município,,,,, euros,835.5
2005,Lisboa,Município,,,,, euros,1363.5
2005,Loulé,Município,,,,, euros,835.6
2005,Loures,Município,,,,, euros,980.8
2005,Lourinhã,Município,,,,, euros,632.4
2005,Lousã,Município,,,,, euros,717.2
2005,Lousada,Município,,,,, euros,570.1
2005,Mação,Município,,,,, euros,650.8
2005,Macedo de Cavaleiros,Município,,,,, euros,652.1
2005,Machico,Município,,,,, euros,783.1
2005,Madalena,Município,,,,, euros,695.1
2005,Mafra,Município,,,,, euros,721.0
2005,Maia,Município,,,,, euros,937.0
2005,Mangualde,Município,,,,, euros,812.1
2005,Manteigas,Município,,,,, euros,702.9
2005,Marco de Canaveses,Município,,,,, euros,613.0
2005,Marinha Grande,Município,,,,, euros,951.3
2005,Marvão,Município,,,,, euros,631.1
2005,Matosinhos,Município,,,,, euros,1041.6
2005,Mealhada,Município,,,,, euros,798.6
2005,Mêda,Município,,,,, euros,624.4
2005,Melgaço,Município,,,,, euros,647.0
2005,Mértola,Município,,,,, euros,615.7
2005,Mesão Frio,Município,,,,, euros,648.7
2005,Mira,Município,,,,, euros,602.3
2005,Miranda do Corvo,Município,,,,, euros,657.3
2005,Miranda do Douro,Município,,,,, euros,653.5
2005,Mirandela,Município,,,,, euros,709.8
2005,Mogadouro,Município,,,,, euros,599.9
2005,Moimenta da Beira,Município,,,,, euros,613.1
2005,Moita,Município,,,,, euros,732.7
2005,Monção,Município,,,,, euros,586.9
2005,Monchique,Município,,,,, euros,598.7
2005,Mondim de Basto,Município,,,,, euros,527.1
2005,Monforte,Município,,,,, euros,694.2
2005,Montalegre,Município,,,,, euros,632.3
2005,Montemor-o-Novo,Município,,,,, euros,751.0
2005,Montemor-o-Velho,Município,,,,, euros,693.8
2005,Montijo,Município,,,,, euros,790.5
2005,Mora,Município,,,,, euros,673.9
2005,Mortágua,Município,,,,, euros,708.5
2005,Moura,Município,,,,, euros,681.3
2005,Mourão,Município,,,,, euros,670.4
2005,Murça,Município,,,,, euros,629.9
2005,Murtosa,Município,,,,, euros,619.6
2005,Nazaré,Município,,,,, euros,659.2
2005,Nelas,Município,,,,, euros,779.5
2005,Nisa,Município,,,,, euros,655.6
2005,Nordeste,Município,,,,, euros,634.1
2005,Óbidos,Município,,,,, euros,766.6
2005,Odemira,Município,,,,, euros,712.3
2005,Odivelas,Município,,,,, euros,779.6
2005,Oeiras,Município,,,,, euros,1523.1
2005,Oleiros,Município,,,,, euros,568.4
2005,Olhão,Município,,,,, euros,722.7
2005,Oliveira de Azeméis,Município,,,,, euros,797.3
2005,Oliveira de Frades,Município,,,,, euros,741.2
2005,Oliveira do Bairro,Município,,,,, euros,764.5
2005,Oliveira do Hospital,Município,,,,, euros,610.5
2005,Ourém,Município,,,,, euros,742.9
2005,Ourique,Município,,,,, euros,625.7
2005,Ovar,Município,,,,, euros,760.4
2005,Paços de Ferreira,Município,,,,, euros,553.1
2005,Palmela,Município,,,,, euros,1064.8
2005,Pampilhosa da Serra,Município,,,,, euros,613.9
2005,Paredes,Município,,,,, euros,611.1
2005,Paredes de Coura,Município,,,,, euros,602.3
2005,Pedrógão Grande,Município,,,,, euros,680.8
2005,Penacova,Município,,,,, euros,668.5
2005,Penafiel,Município,,,,, euros,691.5
2005,Penalva do Castelo,Município,,,,, euros,662.9
2005,Penamacor,Município,,,,, euros,615.0
2005,Penedono,Município,,,,, euros,624.9
2005,Penela,Município,,,,, euros,607.7
2005,Peniche,Município,,,,, euros,686.7
2005,Peso da Régua,Município,,,,, euros,758.9
2005,Pinhel,Município,,,,, euros,617.8
2005,Pombal,Município,,,,, euros,739.4
2005,Ponta Delgada,Município,,,,, euros,881.8
2005,Ponta do Sol,Município,,,,, euros,693.4
2005,Ponte da Barca,Município,,,,, euros,630.9
2005,Ponte de Lima,Município,,,,, euros,617.2
2005,Ponte de Sor,Município,,,,, euros,754.8
2005,Portalegre,Município,,,,, euros,809.9
2005,Portel,Município,,,,, euros,805.2
2005,Portimão,Município,,,,, euros,767.2
2005,Porto,Município,,,,, euros,1087.3
2005,Porto de Mós,Município,,,,, euros,720.4
2005,Porto Moniz,Município,,,,, euros,681.1
2005,Porto Santo,Município,,,,, euros,893.5
2005,Póvoa de Lanhoso,Município,,,,, euros,614.3
2005,Póvoa de Varzim,Município,,,,, euros,671.2
2005,Povoação,Município,,,,, euros,649.4
2005,Proença-a-Nova,Município,,,,, euros,667.4
2005,Redondo,Município,,,,, euros,661.2
2005,Reguengos de Monsaraz,Município,,,,, euros,706.0
2005,Resende,Município,,,,, euros,569.5
2005,Ribeira Brava,Município,,,,, euros,701.4
2005,Ribeira de Pena,Município,,,,, euros,688.4
2005,Ribeira Grande,Município,,,,, euros,725.2
2005,Rio Maior,Município,,,,, euros,779.4
2005,Sabrosa,Município,,,,, euros,643.6
2005,Sabugal,Município,,,,, euros,622.9
2005,Salvaterra de Magos,Município,,,,, euros,700.6
2005,Santa Comba Dão,Município,,,,, euros,694.4
2005,Santa Cruz,Município,,,,, euros,933.2
2005,Santa Cruz da Graciosa,Município,,,,, euros,688.4
2005,Santa Cruz das Flores,Município,,,,, euros,853.9
2005,Santa Maria da Feira,Município,,,,, euros,809.0
2005,Santa Marta de Penaguião,Município,,,,, euros,637.7
2005,Santana,Município,,,,, euros,695.0
2005,Santarém,Município,,,,, euros,832.6
2005,Santiago do Cacém,Município,,,,, euros,737.0
2005,Santo Tirso,Município,,,,, euros,694.2
2005,São Brás de Alportel,Município,,,,, euros,727.3
2005,São João da Madeira,Município,,,,, euros,774.0
2005,São João da Pesqueira,Município,,,,, euros,679.3
2005,São Pedro do Sul,Município,,,,, euros,614.3
2005,São Roque do Pico,Município,,,,, euros,707.0
2005,São Vicente,Município,,,,, euros,682.3
2005,Sardoal,Município,,,,, euros,622.0
2005,Sátão,Município,,,,, euros,581.8
2005,Seia,Município,,,,, euros,665.5
2005,Seixal,Município,,,,, euros,851.1
2005,Sernancelhe,Município,,,,, euros,605.4
