ano,categoria,setor_detalhado,ganho_medio_mensal
2007,01. Quadros superiores,"A. Agricultura, produção animal, caça, floresta e pesca",1715.6
2007,01. Quadros superiores,B. Indústrias extrativas,2361.8
2007,01. Quadros superiores,C. Indústrias transformadoras,2521.6
2007,01. Quadros superiores,"D. Eletricidade, gás, vapor, água quente e fria e ar frio",3344.0
2007,01. Quadros superiores,"E. Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",2384.0
2007,01. Quadros superiores,F. Construção,2090.0
2007,01. Quadros superiores,"G. Comércio por grosso e a retalho, reparação de veículos automóveis e motociclos",2308.4
2007,01. Quadros superiores,H. Transportes e armazenagem,3255.7
2007,01. Quadros superiores,"I. Alojamento, restauração e similares",1597.9
2007,01. Quadros superiores,J. Atividades de informação e de comunicação,2842.0
2007,01. Quadros superiores,K. Atividades financeiras e de seguros,3593.9
2007,01. Quadros superiores,L. Atividades imobiliárias,2173.2
2007,01. Quadros superiores,"M. Atividades de consultoria, científicas, técnicas e similares",2222.6
2007,01. Quadros superiores,N. Atividades administrativas e dos serviços de apoio,2422.7
2007,01. Quadros superiores,"O. Administração Pública e Defesa, e Segurança Social obrigatória",2122.6
2007,01. Quadros superiores,P. Educação,1691.7
2007,01. Quadros superiores,Q. Atividades de saúde humana e apoio  social,1791.9
2007,01. Quadros superiores,"R. Atividades artísticas, de espetáculos, desportivas e recreativas",2389.1
2007,01. Quadros superiores,S. Outras atividades de serviços,1737.0
2007,01. Quadros superiores,U. Atividades dos organismos internacionais e outras instituições extra-territoriais,1447.9
2007,02. Quadros médios,"A. Agricultura, produção animal, caça, floresta e pesca",1444.7
2007,02. Quadros médios,B. Indústrias extrativas,2039.2
2007,02. Quadros médios,C. Indústrias transformadoras,1743.0
2007,02. Quadros médios,"D. Eletricidade, gás, vapor, água quente e fria e ar frio",2591.8
2007,02. Quadros médios,"E. Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",1955.0
2007,02. Quadros médios,F. Construção,1564.8
2007,02. Quadros médios,"G. Comércio por grosso e a retalho, reparação de veículos automóveis e motociclos",1633.3
2007,02. Quadros médios,H. Transportes e armazenagem,2430.7
2007,02. Quadros médios,"I. Alojamento, restauração e similares",1206.1
2007,02. Quadros médios,J. Atividades de informação e de comunicação,1868.1
2007,02. Quadros médios,K. Atividades financeiras e de seguros,2560.4
2007,02. Quadros médios,L. Atividades imobiliárias,1485.4
2007,02. Quadros médios,"M. Atividades de consultoria, científicas, técnicas e similares",1274.1
2007,02. Quadros médios,N. Atividades administrativas e dos serviços de apoio,1570.5
2007,02. Quadros médios,"O. Administração Pública e Defesa, e Segurança Social obrigatória",1667.7
2007,02. Quadros médios,P. Educação,1430.4
2007,02. Quadros médios,Q. Atividades de saúde humana e apoio  social,1295.2
2007,02. Quadros médios,"R. Atividades artísticas, de espetáculos, desportivas e recreativas",1634.5
2007,02. Quadros médios,S. Outras atividades de serviços,1324.2
2007,02. Quadros médios,U. Atividades dos organismos internacionais e outras instituições extra-territoriais,4386.9
2007,"03. Encarregados, contra mestres e chefes de equipa","A. Agricultura, produção animal, caça, floresta e pesca",1026.1
2007,"03. Encarregados, contra mestres e chefes de equipa",B. Indústrias extrativas,1364.8
2007,"03. Encarregados, contra mestres e chefes de equipa",C. Indústrias transformadoras,1282.2
2007,"03. Encarregados, contra mestres e chefes de equipa","D. Eletricidade, gás, vapor, água quente e fria e ar frio",2698.4
2007,"03. Encarregados, contra mestres e chefes de equipa","E. Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",1390.6
2007,"03. Encarregados, contra mestres e chefes de equipa",F. Construção,1146.0
2007,"03. Encarregados, contra mestres e chefes de equipa","G. Comércio por grosso e a retalho, reparação de veículos automóveis e motociclos",1288.8
2007,"03. Encarregados, contra mestres e chefes de equipa",H. Transportes e armazenagem,1546.7
2007,"03. Encarregados, contra mestres e chefes de equipa","I. Alojamento, restauração e similares",1128.2
2007,"03. Encarregados, contra mestres e chefes de equipa",J. Atividades de informação e de comunicação,2028.0
2007,"03. Encarregados, contra mestres e chefes de equipa",K. Atividades financeiras e de seguros,2098.6
2007,"03. Encarregados, contra mestres e chefes de equipa",L. Atividades imobiliárias,1131.3
2007,"03. Encarregados, contra mestres e chefes de equipa","M. Atividades de consultoria, científicas, técnicas e similares",1615.4
2007,"03. Encarregados, contra mestres e chefes de equipa",N. Atividades administrativas e dos serviços de apoio,1212.9
2007,"03. Encarregados, contra mestres e chefes de equipa","O. Administração Pública e Defesa, e Segurança Social obrigatória",990.3
2007,"03. Encarregados, contra mestres e chefes de equipa",P. Educação,1084.3
2007,"03. Encarregados, contra mestres e chefes de equipa",Q. Atividades de saúde humana e apoio  social,903.8
2007,"03. Encarregados, contra mestres e chefes de equipa","R. Atividades artísticas, de espetáculos, desportivas e recreativas",1334.8
2007,"03. Encarregados, contra mestres e chefes de equipa",S. Outras atividades de serviços,1120.8
2007,"03. Encarregados, contra mestres e chefes de equipa",U. Atividades dos organismos internacionais e outras instituições extra-territoriais,0.0
2007,04. Profissionais altamente qualificados,"A. Agricultura, produção animal, caça, floresta e pesca",1210.4
2007,04. Profissionais altamente qualificados,B. Indústrias extrativas,1313.6
2007,04. Profissionais altamente qualificados,C. Indústrias transformadoras,1276.3
2007,04. Profissionais altamente qualificados,"D. Eletricidade, gás, vapor, água quente e fria e ar frio",1995.6
2007,04. Profissionais altamente qualificados,"E. Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",1469.5
2007,04. Profissionais altamente qualificados,F. Construção,1227.2
2007,04. Profissionais altamente qualificados,"G. Comércio por grosso e a retalho, reparação de veículos automóveis e motociclos",1361.9
2007,04. Profissionais altamente qualificados,H. Transportes e armazenagem,1651.6
2007,04. Profissionais altamente qualificados,"I. Alojamento, restauração e similares",758.3
2007,04. Profissionais altamente qualificados,J. Atividades de informação e de comunicação,1812.7
2007,04. Profissionais altamente qualificados,K. Atividades financeiras e de seguros,1981.2
2007,04. Profissionais altamente qualificados,L. Atividades imobiliárias,1070.7
2007,04. Profissionais altamente qualificados,"M. Atividades de consultoria, científicas, técnicas e similares",1309.9
2007,04. Profissionais altamente qualificados,N. Atividades administrativas e dos serviços de apoio,1146.9
2007,04. Profissionais altamente qualificados,"O. Administração Pública e Defesa, e Segurança Social obrigatória",1344.4
2007,04. Profissionais altamente qualificados,P. Educação,968.1
2007,04. Profissionais altamente qualificados,Q. Atividades de saúde humana e apoio  social,1009.9
2007,04. Profissionais altamente qualificados,"R. Atividades artísticas, de espetáculos, desportivas e recreativas",2031.9
2007,04. Profissionais altamente qualificados,S. Outras atividades de serviços,1173.0
2007,04. Profissionais altamente qualificados,U. Atividades dos organismos internacionais e outras instituições extra-territoriais,1504.8
2007,05. Profissionais qualificados,"A. Agricultura, produção animal, caça, floresta e pesca",787.5
2007,05. Profissionais qualificados,B. Indústrias extrativas,895.1
2007,05. Profissionais qualificados,C. Indústrias transformadoras,760.7
2007,05. Profissionais qualificados,"D. Eletricidade, gás, vapor, água quente e fria e ar frio",1654.6
2007,05. Profissionais qualificados,"E. Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",992.7
2007,05. Profissionais qualificados,F. Construção,728.9
2007,05. Profissionais qualificados,"G. Comércio por grosso e a retalho, reparação de veículos automóveis e motociclos",777.3
2007,05. Profissionais qualificados,H. Transportes e armazenagem,936.7
2007,05. Profissionais qualificados,"I. Alojamento, restauração e similares",625.8
2007,05. Profissionais qualificados,J. Atividades de informação e de comunicação,1162.7
2007,05. Profissionais qualificados,K. Atividades financeiras e de seguros,1444.1
2007,05. Profissionais qualificados,L. Atividades imobiliárias,748.3
2007,05. Profissionais qualificados,"M. Atividades de consultoria, científicas, técnicas e similares",872.7
2007,05. Profissionais qualificados,N. Atividades administrativas e dos serviços de apoio,869.1
2007,05. Profissionais qualificados,"O. Administração Pública e Defesa, e Segurança Social obrigatória",746.3
2007,05. Profissionais qualificados,P. Educação,702.3
2007,05. Profissionais qualificados,Q. Atividades de saúde humana e apoio  social,704.9
2007,05. Profissionais qualificados,"R. Atividades artísticas, de espetáculos, desportivas e recreativas",1471.0
2007,05. Profissionais qualificados,S. Outras atividades de serviços,672.0
2007,05. Profissionais qualificados,U. Atividades dos organismos internacionais e outras instituições extra-territoriais,1119.7
2007,06. Profissionais semi qualificados,"A. Agricultura, produção animal, caça, floresta e pesca",597.2
2007,06. Profissionais semi qualificados,B. Indústrias extrativas,845.6
2007,06. Profissionais semi qualificados,C. Indústrias transformadoras,648.2
2007,06. Profissionais semi qualificados,"D. Eletricidade, gás, vapor, água quente e fria e ar frio",1452.4
2007,06. Profissionais semi qualificados,"E. Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",759.2
2007,06. Profissionais semi qualificados,F. Construção,639.7
2007,06. Profissionais semi qualificados,"G. Comércio por grosso e a retalho, reparação de veículos automóveis e motociclos",623.2
2007,06. Profissionais semi qualificados,H. Transportes e armazenagem,1070.1
2007,06. Profissionais semi qualificados,"I. Alojamento, restauração e similares",571.4
2007,06. Profissionais semi qualificados,J. Atividades de informação e de comunicação,966.0
2007,06. Profissionais semi qualificados,K. Atividades financeiras e de seguros,1448.4
2007,06. Profissionais semi qualificados,L. Atividades imobiliárias,731.2
2007,06. Profissionais semi qualificados,"M. Atividades de consultoria, científicas, técnicas e similares",751.0
2007,06. Profissionais semi qualificados,N. Atividades administrativas e dos serviços de apoio,676.1
2007,06. Profissionais semi qualificados,"O. Administração Pública e Defesa, e Segurança Social obrigatória",688.7
2007,06. Profissionais semi qualificados,P. Educação,569.4
2007,06. Profissionais semi qualificados,Q. Atividades de saúde humana e apoio  social,585.6
2007,06. Profissionais semi qualificados,"R. Atividades artísticas, de espetáculos, desportivas e recreativas",732.9
2007,06. Profissionais semi qualificados,S. Outras atividades de serviços,582.0
2007,06. Profissionais semi qualificados,U. Atividades dos organismos internacionais e outras instituições extra-territoriais,869.0
2007,07. Profissionais não qualificados,"A. Agricultura, produção animal, caça, floresta e pesca",542.4
2007,07. Profissionais não qualificados,B. Indústrias extrativas,630.2
2007,07. Profissionais não qualificados,C. Indústrias transformadoras,587.3
2007,07. Profissionais não qualificados,"D. Eletricidade, gás, vapor, água quente e fria e ar frio",1197.9
2007,07. Profissionais não qualificados,"E. Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",606.8
2007,07. Profissionais não qualificados,F. Construção,536.1
2007,07. Profissionais não qualificados,"G. Comércio por grosso e a retalho, reparação de veículos automóveis e motociclos",570.8
2007,07. Profissionais não qualificados,H. Transportes e armazenagem,786.1
2007,07. Profissionais não qualificados,"I. Alojamento, restauração e similares",511.1
2007,07. Profissionais não qualificados,J. Atividades de informação e de comunicação,607.0
2007,07. Profissionais não qualificados,K. Atividades financeiras e de seguros,1083.6
2007,07. Profissionais não qualificados,L. Atividades imobiliárias,555.0
2007,07. Profissionais não qualificados,"M. Atividades de consultoria, científicas, técnicas e similares",609.6
2007,07. Profissionais não qualificados,N. Atividades administrativas e dos serviços de apoio,631.5
2007,07. Profissionais não qualificados,"O. Administração Pública e Defesa, e Segurança Social obrigatória",492.6
2007,07. Profissionais não qualificados,P. Educação,526.9
2007,07. Profissionais não qualificados,Q. Atividades de saúde humana e apoio  social,505.5
2007,07. Profissionais não qualificados,"R. Atividades artísticas, de espetáculos, desportivas e recreativas",597.6
2007,07. Profissionais não qualificados,S. Outras atividades de serviços,511.3
2007,07. Profissionais não qualificados,U. Atividades dos organismos internacionais e outras instituições extra-territoriais,707.8
2007,08. Praticantes e aprendizes,"A. Agricultura, produção animal, caça, floresta e pesca",552.0
2007,08. Praticantes e aprendizes,B. Indústrias extrativas,627.4
2007,08. Praticantes e aprendizes,C. Indústrias transformadoras,548.9
2007,08. Praticantes e aprendizes,"D. Eletricidade, gás, vapor, água quente e fria e ar frio",750.0
2007,08. Praticantes e aprendizes,"E. Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",607.4
2007,08. Praticantes e aprendizes,F. Construção,546.1
2007,08. Praticantes e aprendizes,"G. Comércio por grosso e a retalho, reparação de veículos automóveis e motociclos",544.2
2007,08. Praticantes e aprendizes,H. Transportes e armazenagem,659.1
2007,08. Praticantes e aprendizes,"I. Alojamento, restauração e similares",483.2
2007,08. Praticantes e aprendizes,J. Atividades de informação e de comunicação,673.1
2007,08. Praticantes e aprendizes,K. Atividades financeiras e de seguros,813.1
2007,08. Praticantes e aprendizes,L. Atividades imobiliárias,526.3
2007,08. Praticantes e aprendizes,"M. Atividades de consultoria, científicas, técnicas e similares",620.5
2007,08. Praticantes e aprendizes,N. Atividades administrativas e dos serviços de apoio,621.4
2007,08. Praticantes e aprendizes,"O. Administração Pública e Defesa, e Segurança Social obrigatória",672.4
2007,08. Praticantes e aprendizes,P. Educação,558.4
2007,08. Praticantes e aprendizes,Q. Atividades de saúde humana e apoio  social,624.0
2007,08. Praticantes e aprendizes,"R. Atividades artísticas, de espetáculos, desportivas e recreativas",568.1
2007,08. Praticantes e aprendizes,S. Outras atividades de serviços,464.5
2007,08. Praticantes e aprendizes,U. Atividades dos organismos internacionais e outras instituições extra-territoriais,0.0
2007,09. Ignorado,"A. Agricultura, produção animal, caça, floresta e pesca",719.2
2007,09. Ignorado,B. Indústrias extrativas,896.0
2007,09. Ignorado,C. Indústrias transformadoras,798.9
2007,09. Ignorado,"D. Eletricidade, gás, vapor, água quente e fria e ar frio",1489.1
2007,09. Ignorado,"E. Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",958.4
2007,09. Ignorado,F. Construção,704.9
2007,09. Ignorado,"G. Comércio por grosso e a retalho, reparação de veículos automóveis e motociclos",693.7
2007,09. Ignorado,H. Transportes e armazenagem,984.4
2007,09. Ignorado,"I. Alojamento, restauração e similares",568.7
2007,09. Ignorado,J. Atividades de informação e de comunicação,1405.1
2007,09. Ignorado,K. Atividades financeiras e de seguros,1399.7
2007,09. Ignorado,L. Atividades imobiliárias,721.6
2007,09. Ignorado,"M. Atividades de consultoria, científicas, técnicas e similares",911.7
2007,09. Ignorado,N. Atividades administrativas e dos serviços de apoio,716.5
2007,09. Ignorado,"O. Administração Pública e Defesa, e Segurança Social obrigatória",800.0
2007,09. Ignorado,P. Educação,698.5
2007,09. Ignorado,Q. Atividades de saúde humana e apoio  social,734.4
2007,09. Ignorado,"R. Atividades artísticas, de espetáculos, desportivas e recreativas",1028.3
2007,09. Ignorado,S. Outras atividades de serviços,779.7
2007,09. Ignorado,U. Atividades dos organismos internacionais e outras instituições extra-territoriais,1256.5
2008,01. Quadros superiores,"A. Agricultura, produção animal, caça, floresta e pesca",1727.1
2008,01. Quadros superiores,B. Indústrias extrativas,2574.3
2008,01. Quadros superiores,C. Indústrias transformadoras,2606.6
2008,01. Quadros superiores,"D. Eletricidade, gás, vapor, água quente e fria e ar frio",3407.8
2008,01. Quadros superiores,"E. Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",2438.1
2008,01. Quadros superiores,F. Construção,2097.3
2008,01. Quadros superiores,"G. Comércio por grosso e a retalho, reparação de veículos automóveis e motociclos",2359.0
2008,01. Quadros superiores,H. Transportes e armazenagem,3379.8
2008,01. Quadros superiores,"I. Alojamento, restauração e similares",1657.8
2008,01. Quadros superiores,J. Atividades de informação e de comunicação,2804.5
2008,01. Quadros superiores,K. Atividades financeiras e de seguros,3956.7
2008,01. Quadros superiores,L. Atividades imobiliárias,2115.4
2008,01. Quadros superiores,"M. Atividades de consultoria, científicas, técnicas e similares",2253.0
2008,01. Quadros superiores,N. Atividades administrativas e dos serviços de apoio,2509.9
2008,01. Quadros superiores,"O. Administração Pública e Defesa, e Segurança Social obrigatória",2204.2
2008,01. Quadros superiores,P. Educação,1725.7
2008,01. Quadros superiores,Q. Atividades de saúde humana e apoio  social,1910.2
2008,01. Quadros superiores,"R. Atividades artísticas, de espetáculos, desportivas e recreativas",2396.2
2008,01. Quadros superiores,S. Outras atividades de serviços,1789.9
2008,01. Quadros superiores,U. Atividades dos organismos internacionais e outras instituições extra-territoriais,2442.9
2008,02. Quadros médios,"A. Agricultura, produção animal, caça, floresta e pesca",1430.7
2008,02. Quadros médios,B. Indústrias extrativas,2012.1
2008,02. Quadros médios,C. Indústrias transformadoras,1817.7
2008,02. Quadros médios,"D. Eletricidade, gás, vapor, água quente e fria e ar frio",2665.7
2008,02. Quadros médios,"E. Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",2005.8
2008,02. Quadros médios,F. Construção,1661.1
2008,02. Quadros médios,"G. Comércio por grosso e a retalho, reparação de veículos automóveis e motociclos",1656.3
2008,02. Quadros médios,H. Transportes e armazenagem,2791.1
2008,02. Quadros médios,"I. Alojamento, restauração e similares",1242.5
2008,02. Quadros médios,J. Atividades de informação e de comunicação,1878.1
2008,02. Quadros médios,K. Atividades financeiras e de seguros,2753.1
2008,02. Quadros médios,L. Atividades imobiliárias,1646.3
2008,02. Quadros médios,"M. Atividades de consultoria, científicas, técnicas e similares",1335.3
2008,02. Quadros médios,N. Atividades administrativas e dos serviços de apoio,1562.8
2008,02. Quadros médios,"O. Administração Pública e Defesa, e Segurança Social obrigatória",1696.0
2008,02. Quadros médios,P. Educação,1452.8
2008,02. Quadros médios,Q. Atividades de saúde humana e apoio  social,1339.1
2008,02. Quadros médios,"R. Atividades artísticas, de espetáculos, desportivas e recreativas",1634.7
2008,02. Quadros médios,S. Outras atividades de serviços,1394.1
2008,02. Quadros médios,U. Atividades dos organismos internacionais e outras instituições extra-territoriais,996.8
2008,"03. Encarregados, contra mestres e chefes de equipa","A. Agricultura, produção animal, caça, floresta e pesca",1032.5
2008,"03. Encarregados, contra mestres e chefes de equipa",B. Indústrias extrativas,1411.3
2008,"03. Encarregados, contra mestres e chefes de equipa",C. Indústrias transformadoras,1336.3
2008,"03. Encarregados, contra mestres e chefes de equipa","D. Eletricidade, gás, vapor, água quente e fria e ar frio",2802.9
2008,"03. Encarregados, contra mestres e chefes de equipa","E. Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",1381.9
2008,"03. Encarregados, contra mestres e chefes de equipa",F. Construção,1195.4
2008,"03. Encarregados, contra mestres e chefes de equipa","G. Comércio por grosso e a retalho, reparação de veículos automóveis e motociclos",1319.2
2008,"03. Encarregados, contra mestres e chefes de equipa",H. Transportes e armazenagem,1555.8
2008,"03. Encarregados, contra mestres e chefes de equipa","I. Alojamento, restauração e similares",1154.2
2008,"03. Encarregados, contra mestres e chefes de equipa",J. Atividades de informação e de comunicação,2054.6
2008,"03. Encarregados, contra mestres e chefes de equipa",K. Atividades financeiras e de seguros,2169.4
2008,"03. Encarregados, contra mestres e chefes de equipa",L. Atividades imobiliárias,1144.2
2008,"03. Encarregados, contra mestres e chefes de equipa","M. Atividades de consultoria, científicas, técnicas e similares",1561.8
2008,"03. Encarregados, contra mestres e chefes de equipa",N. Atividades administrativas e dos serviços de apoio,1257.9
2008,"03. Encarregados, contra mestres e chefes de equipa","O. Administração Pública e Defesa, e Segurança Social obrigatória",998.2
2008,"03. Encarregados, contra mestres e chefes de equipa",P. Educação,1132.8
2008,"03. Encarregados, contra mestres e chefes de equipa",Q. Atividades de saúde humana e apoio  social,937.2
2008,"03. Encarregados, contra mestres e chefes de equipa","R. Atividades artísticas, de espetáculos, desportivas e recreativas",1415.9
2008,"03. Encarregados, contra mestres e chefes de equipa",S. Outras atividades de serviços,1143.2
2008,"03. Encarregados, contra mestres e chefes de equipa",U. Atividades dos organismos internacionais e outras instituições extra-territoriais,1323.6
2008,04. Profissionais altamente qualificados,"A. Agricultura, produção animal, caça, floresta e pesca",1105.9
2008,04. Profissionais altamente qualificados,B. Indústrias extrativas,1395.0
2008,04. Profissionais altamente qualificados,C. Indústrias transformadoras,1327.6
2008,04. Profissionais altamente qualificados,"D. Eletricidade, gás, vapor, água quente e fria e ar frio",2083.7
2008,04. Profissionais altamente qualificados,"E. Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",1546.9
2008,04. Profissionais altamente qualificados,F. Construção,1251.8
2008,04. Profissionais altamente qualificados,"G. Comércio por grosso e a retalho, reparação de veículos automóveis e motociclos",1379.8
2008,04. Profissionais altamente qualificados,H. Transportes e armazenagem,1603.6
2008,04. Profissionais altamente qualificados,"I. Alojamento, restauração e similares",785.8
2008,04. Profissionais altamente qualificados,J. Atividades de informação e de comunicação,1837.0
2008,04. Profissionais altamente qualificados,K. Atividades financeiras e de seguros,2070.9
2008,04. Profissionais altamente qualificados,L. Atividades imobiliárias,1117.7
2008,04. Profissionais altamente qualificados,"M. Atividades de consultoria, científicas, técnicas e similares",1349.2
2008,04. Profissionais altamente qualificados,N. Atividades administrativas e dos serviços de apoio,1161.3
2008,04. Profissionais altamente qualificados,"O. Administração Pública e Defesa, e Segurança Social obrigatória",1384.3
2008,04. Profissionais altamente qualificados,P. Educação,1050.9
2008,04. Profissionais altamente qualificados,Q. Atividades de saúde humana e apoio  social,1064.5
2008,04. Profissionais altamente qualificados,"R. Atividades artísticas, de espetáculos, desportivas e recreativas",1720.1
2008,04. Profissionais altamente qualificados,S. Outras atividades de serviços,1232.1
2008,04. Profissionais altamente qualificados,U. Atividades dos organismos internacionais e outras instituições extra-territoriais,1520.8
2008,05. Profissionais qualificados,"A. Agricultura, produção animal, caça, floresta e pesca",768.8
2008,05. Profissionais qualificados,B. Indústrias extrativas,935.2
2008,05. Profissionais qualificados,C. Indústrias transformadoras,787.9
2008,05. Profissionais qualificados,"D. Eletricidade, gás, vapor, água quente e fria e ar frio",1723.0
2008,05. Profissionais qualificados,"E. Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",1028.5
2008,05. Profissionais qualificados,F. Construção,758.9
2008,05. Profissionais qualificados,"G. Comércio por grosso e a retalho, reparação de veículos automóveis e motociclos",801.8
2008,05. Profissionais qualificados,H. Transportes e armazenagem,980.3
2008,05. Profissionais qualificados,"I. Alojamento, restauração e similares",649.7
2008,05. Profissionais qualificados,J. Atividades de informação e de comunicação,1193.8
2008,05. Profissionais qualificados,K. Atividades financeiras e de seguros,1516.4
2008,05. Profissionais qualificados,L. Atividades imobiliárias,762.5
2008,05. Profissionais qualificados,"M. Atividades de consultoria, científicas, técnicas e similares",883.6
2008,05. Profissionais qualificados,N. Atividades administrativas e dos serviços de apoio,884.7
2008,05. Profissionais qualificados,"O. Administração Pública e Defesa, e Segurança Social obrigatória",801.6
2008,05. Profissionais qualificados,P. Educação,735.7
2008,05. Profissionais qualificados,Q. Atividades de saúde humana e apoio  social,730.6
2008,05. Profissionais qualificados,"R. Atividades artísticas, de espetáculos, desportivas e recreativas",1839.5
2008,05. Profissionais qualificados,S. Outras atividades de serviços,698.8
2008,05. Profissionais qualificados,U. Atividades dos organismos internacionais e outras instituições extra-territoriais,1550.9
2008,06. Profissionais semi qualificados,"A. Agricultura, produção animal, caça, floresta e pesca",616.8
2008,06. Profissionais semi qualificados,B. Indústrias extrativas,859.2
2008,06. Profissionais semi qualificados,C. Indústrias transformadoras,666.2
2008,06. Profissionais semi qualificados,"D. Eletricidade, gás, vapor, água quente e fria e ar frio",1488.4
2008,06. Profissionais semi qualificados,"E. Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",770.3
2008,06. Profissionais semi qualificados,F. Construção,664.7
2008,06. Profissionais semi qualificados,"G. Comércio por grosso e a retalho, reparação de veículos automóveis e motociclos",647.3
2008,06. Profissionais semi qualificados,H. Transportes e armazenagem,1053.4
2008,06. Profissionais semi qualificados,"I. Alojamento, restauração e similares",591.1
2008,06. Profissionais semi qualificados,J. Atividades de informação e de comunicação,984.2
2008,06. Profissionais semi qualificados,K. Atividades financeiras e de seguros,1540.7
2008,06. Profissionais semi qualificados,L. Atividades imobiliárias,801.3
2008,06. Profissionais semi qualificados,"M. Atividades de consultoria, científicas, técnicas e similares",765.4
2008,06. Profissionais semi qualificados,N. Atividades administrativas e dos serviços de apoio,692.0
2008,06. Profissionais semi qualificados,"O. Administração Pública e Defesa, e Segurança Social obrigatória",678.5
2008,06. Profissionais semi qualificados,P. Educação,595.3
2008,06. Profissionais semi qualificados,Q. Atividades de saúde humana e apoio  social,616.1
2008,06. Profissionais semi qualificados,"R. Atividades artísticas, de espetáculos, desportivas e recreativas",734.4
2008,06. Profissionais semi qualificados,S. Outras atividades de serviços,601.3
2008,06. Profissionais semi qualificados,U. Atividades dos organismos internacionais e outras instituições extra-territoriais,1306.3
2008,07. Profissionais não qualificados,"A. Agricultura, produção animal, caça, floresta e pesca",545.6
2008,07. Profissionais não qualificados,B. Indústrias extrativas,646.4
2008,07. Profissionais não qualificados,C. Indústrias transformadoras,608.6
2008,07. Profissionais não qualificados,"D. Eletricidade, gás, vapor, água quente e fria e ar frio",1162.9
2008,07. Profissionais não qualificados,"E. Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",630.9
2008,07. Profissionais não qualificados,F. Construção,563.6
2008,07. Profissionais não qualificados,"G. Comércio por grosso e a retalho, reparação de veículos automóveis e motociclos",594.6
2008,07. Profissionais não qualificados,H. Transportes e armazenagem,714.3
2008,07. Profissionais não qualificados,"I. Alojamento, restauração e similares",532.5
2008,07. Profissionais não qualificados,J. Atividades de informação e de comunicação,643.3
2008,07. Profissionais não qualificados,K. Atividades financeiras e de seguros,1328.6
2008,07. Profissionais não qualificados,L. Atividades imobiliárias,565.8
2008,07. Profissionais não qualificados,"M. Atividades de consultoria, científicas, técnicas e similares",611.3
2008,07. Profissionais não qualificados,N. Atividades administrativas e dos serviços de apoio,653.2
2008,07. Profissionais não qualificados,"O. Administração Pública e Defesa, e Segurança Social obrigatória",502.4
2008,07. Profissionais não qualificados,P. Educação,550.8
2008,07. Profissionais não qualificados,Q. Atividades de saúde humana e apoio  social,525.9
2008,07. Profissionais não qualificados,"R. Atividades artísticas, de espetáculos, desportivas e recreativas",624.7
2008,07. Profissionais não qualificados,S. Outras atividades de serviços,530.2
2008,07. Profissionais não qualificados,U. Atividades dos organismos internacionais e outras instituições extra-territoriais,886.6
2008,08. Praticantes e aprendizes,"A. Agricultura, produção animal, caça, floresta e pesca",584.9
2008,08. Praticantes e aprendizes,B. Indústrias extrativas,646.5
2008,08. Praticantes e aprendizes,C. Indústrias transformadoras,575.4
2008,08. Praticantes e aprendizes,"D. Eletricidade, gás, vapor, água quente e fria e ar frio",693.1
2008,08. Praticantes e aprendizes,"E. Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",583.0
2008,08. Praticantes e aprendizes,F. Construção,584.4
2008,08. Praticantes e aprendizes,"G. Comércio por grosso e a retalho, reparação de veículos automóveis e motociclos",571.9
2008,08. Praticantes e aprendizes,H. Transportes e armazenagem,705.9
2008,08. Praticantes e aprendizes,"I. Alojamento, restauração e similares",505.9
2008,08. Praticantes e aprendizes,J. Atividades de informação e de comunicação,705.5
2008,08. Praticantes e aprendizes,K. Atividades financeiras e de seguros,832.3
2008,08. Praticantes e aprendizes,L. Atividades imobiliárias,558.9
2008,08. Praticantes e aprendizes,"M. Atividades de consultoria, científicas, técnicas e similares",647.5
2008,08. Praticantes e aprendizes,N. Atividades administrativas e dos serviços de apoio,668.0
2008,08. Praticantes e aprendizes,"O. Administração Pública e Defesa, e Segurança Social obrigatória",507.9
2008,08. Praticantes e aprendizes,P. Educação,594.8
2008,08. Praticantes e aprendizes,Q. Atividades de saúde humana e apoio  social,637.4
2008,08. Praticantes e aprendizes,"R. Atividades artísticas, de espetáculos, desportivas e recreativas",600.4
2008,08. Praticantes e aprendizes,S. Outras atividades de serviços,490.8
2008,08. Praticantes e aprendizes,U. Atividades dos organismos internacionais e outras instituições extra-territoriais,0.0
